Nomi,Narxi ($),Tavsifi,Rasm
DS-3E1309P-EI,50,"8 Port Fast Ethernet Smart POE Switch
8 × 10/100M PoE ports,1 × Gigabit RJ45 port
Total PoE Power Budget 110 W
Support 802.1Q VLAN
Support PoE watchdog to detect and restart the cameras that do not respond
Support STP/RSTP Loop prevention
Support cable detection to locate failure
Up to 300 m Long Range PoE Transmission
6 kV Surge Protection",
DS-3E1318P-EI,130,"16 Port Fast Ethernet Smart POE Switch
16 × 10/100 Mbps PoE ports, 2 × Gigabit combos.
Total PoE Power Budget 230 W
Support 802.1Q VLAN
Support PoE watchdog to detect and restart the cameras that do not respond
Support STP/RSTP Loop prevention
Support cable detection to locate failure
Up to 300 m Long Range PoE Transmission
6 kV Surge Protection",
DS-3E1326P-EI,210,"24 Port Fast Ethernet Smart POE Switch
24 × 10/100M PoE ports, 2 × Gigabit combos.
Total PoE Power Budget 370 W
Support 802.1Q VLAN
Support PoE watchdog to detect and restart the cameras that do not respond
Support STP/RSTP Loop prevention
Support cable detection to locate failure
Up to 300 m Long Range PoE Transmission
6 kV Surge Protection",
DS-3E3728F-H,1850,"28 Port Fiber Core Switch
DS-3E3700-H Series provide 24 or 48 Giga and 4 fixed 10GE ports onboard with one expansion slot. The high port density satisfy the requirements for hybrid configuration of copper ports and fiber ports at the distribution layer in large sized networks or at the core layer in SMB sized networks.
DS-3E3700-H Series comes with IPv4/IPv6 dual-stack platform which provides sophisticated IPv4/IPv6 solutions by supporting multiple tunnels, IPv4/IPv6 Layer 3 routing protocols, multicasting, and policy-based routing.
The virtualization technology allows each slave device in the stack to serve as the backup of the master, creating control and data link redundancy, as well as uninterrupted layer-3 forwarding. This improves the reliability, avoids unplanned business downtime and serves to improve overall performance. When the master device fails, traffic remains uninterrupted.
The switch supports unified MAC address authentication, 802.1x authentication, and portal authentication; dynamic or static binding of user identifiers such as user account, IP address, MAC address, VLAN, and port number; and dynamic application of user profiles or policies (such as VLAN, QoS, and ACL) on users.
The switch supports Unicast Reverse Path Forwarding (uRPF), which protects a network against source spoofing attacks, preventing DoS and DDoS attacks
The DS-3E3700-H switch series adopts hot swappable dual-power supply, which allows you to configure AC or DC power supplies as needed. The switch can detect faults in power supplies, and will if any such faults are found, respond with an alarm. It can automatically adjust fan speed according to the temperature.
Apart from device level redundancy, the DS-3E3700-H series switch also provides diverse link redundancy support such as LACP/STP/RSTP/MSTP/Smart Link protocols. It supports virtualization redundancy backup as well as cross-device link aggregation which substantially increases network reliability.",
DS-XS10-P,28,"8 Port Fast Ethernet Unmanaged POE Switch
8× 10/100 Mbps PoE RJ45 port and 2 × 10/100 Mbps RJ45 port
Whole-device PoE power of 60 W
Long-range transmission supported
High-priority ports supported",
DS-3E1310P-EI,57,"8 Port Fast Ethernet Smart POE Switch
8 × 10/100 Mbps PoE ports,2 × Gigabit RJ45 port
Total PoE Power Budget 60 W
Support 802.1Q VLAN
Support PoE watchdog to detect and restart the cameras that do not respond
Support STP/RSTP Loop prevention
Support cable detection to locate failure
Up to 300 m Long Range PoE Transmission
6 kV Surge Protection",
DS-3T0506HP-E/HS,85,"4 Port Gigabit Unmanaged Harsh POE Switch
3 × gigabit PoE port, 1 × gigabit Hi-PoE port, 2 × gigabit SFP fiber optical port.
IEEE 802.3at/af/bt standard for Hi-PoE port (Max. 60 W PoE output).
IEEE 802.3at/af standard for PoE ports (Max. 30 W PoE output).
IEEE 802.3, IEEE 802.3u, IEEE 802.3x, IEEE 802.3z and IEEE 802.3ab standard.
6 kV surge protection for PoE ports.
Up to 300 m long-range transmission.
PoE watchdog to auto detect and restart the cameras that do not respond.
Port isolation to improve network security.
Wire-speed forwarding.
Wider temperature (-30 °C to 65 °C) design.
Store-and-forward switching.
Solid high-strength metal shell.
Reliable fan-free design.",
DS-XS06-P,19.3,"4 Port Fast Ethernet Unmanaged POE Switch
4× 10/100 Mbps PoE RJ45 port and 2 × 10/100 Mbps RJ45 port
Whole-device PoE power of 35 W
Long-range transmission supported
High-priority ports supported",
DS-3WR15X,30,"1500M Wi-Fi 6 Wireless Router
1500Mbps Wi-Fi 6
Wired Wireless Dual Gigabit
Dual Band in One and 5G First
APP Management",
DS-3WAP521-SI,55,"2 Gigabit LAN Ports with 1 PoE Input
802.11ac Wave 2 1167 Mbps
86 mm Wall Junction Box for Easy Installation
50+ Concurrent User Connections
Auto RF Optimization
Support Intelligent Fast Roaming",
DS-3WAP621E-SI,50,"Wi-Fi 6 3000M In-Wall Access Point
2 Gigabit LAN Ports with 1 PoE Input
802.11ax Wi-Fi 6 2975 Mbps
86 mm Wall Junction Box for Easy Installation
70+ Concurrent User Connections
Auto RF Optimization
Support Intelligent Fast Roaming",
DS-3WAP522-SI,80,"Wi-Fi 5 1200M Celling Access Point
1 Gigabit Port with PoE Input
802.11ac Wave 2 1167 Mbps
80+ Concurrent User Connections
Auto RF Optimization
Support Intelligent Fast Roaming",
DS-3WAP622G-SI,125,"Wi-Fi 6 1800M Celling Access Point
1 Gigabit Port with PoE Input
802.11ax Wi-Fi 6 1775 Mbps
100+ Concurrent User Connections
Auto RF Optimization
Support Intelligent Fast Roaming",
DS-3WAP622E-SI,66,"Wi-Fi 6 3000M Celling Access Point
1 x 2.5 Gigabit Port with PoE Input
802.11ax Wi-Fi 6 2975 Mbps
100+ Concurrent User Connections
Auto RF Optimization
Support Intelligent Fast Roaming",
DS-3WAP622E-SI,66,"Wi-Fi 6 3000M Celling Access Point
1 x 2.5 Gigabit Port with PoE Input
802.11ax Wi-Fi 6 2975 Mbps
100+ Concurrent User Connections
Auto RF Optimization
Support Intelligent Fast Roaming",
DS-3WAP623E-SI,130,"Wi-Fi 6 3000M Outdoor Access Point
1 Gigabit Port with PoE Input
802.11ax Wi-Fi 6 2975 Mbps
100+ Concurrent User Connections
Auto RF Optimization
Support Intelligent Fast Roaming",
DS-3WG507G-SI,110,"All in One 7 Port Rack Router
3 Gigabit WAN Ports with 2 WAN/LAN Switchable
4 Gigabit LAN Ports with 3 LAN/WAN Switchable
1000 Mbps Throughput
Recommend 500 Users Access
Support Multiple VPNs Including IPsec VPN, L2TP VPN
Support Powerful Security Features Including Firewall Policies, DDoS Defending, IP/MAC/URL Filtering, ARP Defending, etc.
Support Behavior Management",
DS-3WG210GP-SI,147,"All in One 10 Port PoE Router
2 Gigabit WAN Ports with 1 WAN/LAN Switchable
8 Gigabit PoE LAN Ports with 2 LAN/WAN Switchable
75 W PoE Power Budget
1000 Mbps Throughput
Recommend 200 Users Access
Support Multiple VPNs Including IPsec VPN, L2TP
Support Powerful Security Features Including Firewall Policies, DDoS Defending, IP/MAC/URL Filtering, ARP Defending, etc.
Support Behavior Management
Compact Size for Flexible Deployment",
DS-3E1105P-EI/M,25,"4 Port Fast Ethernet Smart POE Switch
4 × 10/100 Mbps PoE port,1 × 10/100 Mbps RJ45 port
Total PoE Power Budget 45W
Support 802.1Q VLAN
Support PoE watchdog to detect and restart the cameras that do not respond
Support STP/RSTP Loop prevention
Support cable detection to locate failure
Up to 300 m Long Range PoE Transmission
6 KV Surge Protection",
DS-3WF02C-5AC/O,71,"5Ghz 867Mbps 5km Outdoor Wireless CPE
All gigabit LAN ports
TDMA supported
Quick match through DIP switch
Visualized topology management
Up to 5 km wireless transmission distance",
DS-3E1506P-EI/M,36,"L2, Smart Managed, 4 Gigabit RJ45 PoE ports, 2 Gigabit RJ45 port, 802.3af/at, PoE power budget  45W, HPP Cloud managed, VLAN, STP/RSTP loop prefention, PoE watchdog, Max. 300 meter PoE transmission, Desktop/Wall mount",
DS-3E1510P-EI,70,"L2, Smart Managed, 8 Gigabit RJ45 PoE ports, 2 Gigabit RJ45 port, 802.3af/at, PoE power budget 110W, HPP Cloud managed, VLAN, STP/RSTP loop prefention, PoE watchdog, Max. 300 meter PoE transmission, Desktop/Wall mount",
DS-3E1510P-SI,125,"8 Port Gigabit Smart POE Switch
8 × gigabit PoE ports, and 2 × gigabit fiber optical ports.
IEEE 802.3at/af standard for PoE ports.
Network topology management, alarm push, network health monitor.
6 KV surge protection for PoE ports.
AF/AT camera can reach up to 300 m in extend mode.
PoE watchdog to auto detect and restart the cameras that do not respond.
Various layer 2 management protocols such as STP/RSTP, VLAN, link aggregation, SNMP, QoS and so on.",
DS-3E1518P-EI/M,200,"L2, Smart Managed, 16 Gigabit RJ45 PoE ports, 1 Gigabit RJ45 port, 1 Gigabit SFP port, 802.3af/at, PoE power budget  130W, HPP Cloud managed, VLAN, STP/RSTP loop prefention, PoE watchdog, Max. 300 meter PoE transmission, Rack mount",
DS-3WG105G-SI,42,"All in One 5 Port Router
2 Gigabit WAN Ports with 1 WAN/LAN Switchable
3 Gigabit LAN Ports with 2 LAN/WAN Switchable
12 W Power Budget
1000 Mbps Throughput
Recommend 100 Users Access
Support Multiple VPNs Including IPsec VPN, L2TP
Support Powerful Security Features Including Firewall Policies, DDoS Defending, IP/MAC/URL Filtering, ARP Defending
Support Behavior Management
Compact Size for Flexible Deployment",
DS-1005KI(O-STD),По запросу,"Full-featured USB keyboard
Supports various cameras. NVRs. DVRs and also iVMS 4200
Flexible 4-axis joystick
Buttons can be used to perform powerful functions",
DS-1600KI(B),По запросу,"10'1"" capacitive touchscreen, detachable design of touchscreen and joystick, preview, PTZ and TV wall control, 4-axis joystick",
DS-1100KI(B),По запросу,"7"" resistive touchscreen, preview, PTZ and TV wall control, 4-axis joystick",
DS-1200KI,По запросу,"128x64 LED dot matrix screen, PTZ and TV wall control, 4-axis joystick.",
DS-3E0105P-E/M(B)(O-STD),22,L2. Unmanaged. 4 10/100M RJ45 PoE ports. 1 10/100M RJ45 uplink port. 802.3af/at. PoE power budget 35W. max. 300m long distance transmission. 6KV surge protection,
DS-3E0106MP-E/M,19,"4 x 10/100Mbps PoE port, and 2 × 10/100Mbps RJ45 port.
IEEE 802.3at/af standard for PoE ports (Max. 35 W PoE output).
IEEE 802.3, IEEE 802.3u, and IEEE 802.3x standard.
6 KV surge protection for PoE ports.
Up to 300 m long-range transmission.
Wire-speed forwarding.
Store-and-forward switching.
Solid high-strength metal shell.
Reliable fan-free design.",
DS-3E0108D-E(O-STD),8,L2. Unmanaged. 8 10/100M RJ45 ports. desktop plastic switch,
DS-3E0110MP-E/M,27,L2. Unmanaged. 8 10/100M RJ45 PoE ports. 1 10/100M RJ45 uplink port. 802.3af/at.,
DS-3E0109P-E/M(B)(O-STD),42,L2. Unmanaged. 8 10/100M RJ45 PoE ports. 1 10/100M RJ45 uplink port. 802.3af/at. PoE power budget 60W. max. 300m long distance transmission. 6KV surge protection,
DS-3E0310HP-E(O-STD),75,L2. Unmanaged. 8 10/100M RJ45 PoE ports. 2 Gigabit RJ45 uplink ports. 802.3af/at/bt. port 1 support Hi-PoE 60w. PoE power budget 110W. max. 300m long distance transmission. 6KV surge protection,
DS-3E0318P-E/M(B)(O-STD),115,L2. Unmanaged. 16 10/100M RJ45 PoE ports. 1 Gigabit RJ45 uplink port. 1 Gigabit SFP uplink port. 802.3af/at. PoE power budget 130W. ports 9-16 support up to 300meter. 6KV surge protection,
DS-3E0326P-E/M(C),160,"L2, Unmanaged, 24 10/100M RJ45 PoE ports, 1 Gigabit RJ45 uplink port, 1 Gigabit SFP uplink port, 802.3af/at, PoE power budget 230W, ports 17-24 support up to 300meter, 6KV surge protection",
DS-3E1505P-EI/M,32,"4 × Gigabit PoE port,1 × Gigabit RJ45 port
Total PoE Power Budget 45W
Support 802.1Q VLAN
Support PoE watchdog to detect and restart the cameras that do not respond
Support STP/RSTP Loop prevention
Support cable detection to locate failure
Up to 300 m Long Range PoE Transmission
6KV Surge Protection",
